Transaction ID;Date;Time;Card Type;Entry Mode;Amount;Transaction Type;Merchant Group;Transaction Country;Shipping Address;Billing Address;Gender;Age;Issuing Bank;Fraudulent
415;05/10/2023;16:28;Visa;PIN;40.38;POS;Grocery;USA;571 Maple St;666 Maple St;Female;51;DEF Bank;No
416;23/09/2023;19:30;Visa;Tap;34.97;ATM;Food;Italy;462 Pine St;668 Main St;Female;52;DEF Bank;No
417;23/09/2023;09:03;MasterCard;Tap;128.07;ATM;Grocery;Canada;244 Main St;848 Maple St;Female;61;DEF Bank;No
418;27/09/2023;18:05;Visa;Tap;344.61;Online;Retail;UK;769 Pine St;847 Maple St;Male;47;XYZ Bank;No
419;10/10/2023;11:00;MasterCard;Tap;332.4;Online;Food;UK;506 Maple St;945 Cedar St;Male;46;DEF Bank;No
420;03/10/2023;00:08;MasterCard;Tap;495.67;POS;Retail;Germany;968 Birch St;953 Birch St;Female;53;XYZ Bank;No
421;30/09/2023;13:36;MasterCard;Tap;177.73;POS;Food;Spain;147 Oak St;645 Cedar St;Male;44;XYZ Bank;No
422;29/09/2023;09:48;MasterCard;PIN;129.77;POS;Retail;USA;555 Birch St;187 Oak St;Male;28;DEF Bank;No
423;25/09/2023;14:03;Visa;Tap;323.15;POS;Grocery;USA;956 Cedar St;740 Cedar St;Female;37;DEF Bank;No
424;24/09/2023;06:17;Visa;Tap;374.81;Online;Retail;USA;171 Redwood St;874 Main St;Female;35;ABC Bank;No
425;20/09/2023;22:57;MasterCard;Tap;376.41;POS;ATM Withdrawal;Italy;224 Oak St;732 Elm St;Male;55;XYZ Bank;No
426;09/10/2023;05:27;MasterCard;Tap;327.38;POS;Retail;UK;80 Elm St;715 Elm St;Female;58;ABC Bank;No
427;23/09/2023;17:00;Visa;Tap;417.21;ATM;Electronics;Italy;404 Redwood St;404 Maple St;Female;19;ABC Bank;No
428;18/09/2023;12:47;Visa;PIN;406.37;ATM;Grocery;UK;703 Redwood St;425 Maple St;Male;44;DEF Bank;No
429;26/09/2023;18:54;MasterCard;Tap;225.65;Online;Clothing;Italy;181 Maple St;920 Maple St;Female;37;XYZ Bank;No
430;09/10/2023;00:03;Visa;PIN;32.68;Online;Electronics;Italy;996 Redwood St;525 Birch St;Male;64;DEF Bank;No
431;10/10/2023;19:18;Visa;Tap;397.5;Online;Retail;France;212 Cedar St;661 Main St;Female;63;ABC Bank;Yes
432;25/09/2023;18:28;MasterCard;Tap;281.77;ATM;Retail;USA;26 Birch St;286 Oak St;Female;42;XYZ Bank;No
433;30/09/2023;14:24;MasterCard;Tap;344.8;POS;Food;Canada;775 Oak St;566 Redwood St;Female;46;DEF Bank;No
434;14/10/2023;17:36;Visa;Tap;57.88;POS;Food;Italy;724 Redwood St;599 Cedar St;Female;45;ABC Bank;No
435;18/10/2023;11:27;MasterCard;PIN;54.46;Online;ATM Withdrawal;Canada;604 Birch St;910 Elm St;Female;62;ABC Bank;No
436;12/10/2023;12:13;Visa;Tap;292.93;Online;Grocery;Italy;676 Birch St;513 Oak St;Male;32;DEF Bank;No
437;28/09/2023;07:28;Visa;Tap;371.26;Online;Food;Italy;294 Cedar St;61 Oak St;Female;47;DEF Bank;No
438;14/10/2023;18:14;Visa;PIN;322.51;ATM;Electronics;Spain;71 Birch St;199 Oak St;Male;53;ABC Bank;No
439;08/10/2023;12:45;Visa;PIN;164.18;Online;Grocery;France;505 Cedar St;603 Birch St;Male;39;XYZ Bank;No
440;10/10/2023;14:52;MasterCard;Tap;487.62;Online;Food;Germany;947 Maple St;618 Birch St;Female;53;ABC Bank;No
441;18/09/2023;10:36;Visa;Tap;37.17;ATM;ATM Withdrawal;Germany;712 Pine St;166 Main St;Male;56;XYZ Bank;No
442;28/09/2023;22:12;Visa;PIN;92.12;POS;Food;USA;486 Pine St;875 Redwood St;Female;33;ABC Bank;No
443;01/10/2023;16:21;Visa;PIN;62.58;ATM;Food;UK;950 Birch St;838 Redwood St;Female;59;ABC Bank;No
444;18/10/2023;02:11;MasterCard;Tap;209.81;ATM;ATM Withdrawal;Italy;844 Birch St;401 Birch St;Male;24;ABC Bank;No
445;28/09/2023;13:48;MasterCard;Tap;366.19;ATM;Electronics;USA;968 Birch St;462 Maple St;Female;52;ABC Bank;No
446;23/09/2023;13:12;Visa;PIN;431.16;Online;Retail;Spain;57 Oak St;539 Main St;Male;39;ABC Bank;No
447;28/09/2023;10:34;MasterCard;Tap;102.79;Online;Clothing;UK;816 Redwood St;226 Cedar St;Female;21;ABC Bank;No
448;06/10/2023;22:03;Visa;PIN;157.35;Online;Retail;Spain;812 Elm St;165 Oak St;Male;42;XYZ Bank;No
449;13/10/2023;15:16;Visa;Tap;69.49;POS;ATM Withdrawal;USA;289 Oak St;564 Maple St;Female;52;ABC Bank;No
450;13/10/2023;11:23;MasterCard;PIN;442.09;Online;Electronics;Canada;500 Elm St;573 Cedar St;Female;68;ABC Bank;No
451;04/10/2023;04:01;Visa;Tap;421.08;POS;Grocery;USA;969 Oak St;995 Cedar St;Female;31;XYZ Bank;No
452;18/09/2023;00:43;Visa;PIN;375.75;Online;Grocery;France;599 Maple St;365 Redwood St;Female;69;XYZ Bank;No
453;28/09/2023;12:15;Visa;Tap;205.78;ATM;Food;Germany;788 Main St;228 Redwood St;Female;51;DEF Bank;No
454;07/10/2023;06:18;Visa;PIN;30.74;Online;Clothing;USA;434 Maple St;419 Oak St;Male;24;ABC Bank;No
455;21/10/2023;07:54;MasterCard;PIN;116.37;POS;Clothing;Italy;119 Main St;458 Pine St;Male;63;ABC Bank;No
456;26/09/2023;21:03;MasterCard;PIN;114.08;Online;Retail;Germany;15 Oak St;590 Elm St;Female;52;ABC Bank;No
457;30/09/2023;08:01;Visa;PIN;165.83;ATM;ATM Withdrawal;Spain;528 Elm St;415 Elm St;Male;54;ABC Bank;No
458;23/09/2023;02:14;MasterCard;PIN;112.61;Online;ATM Withdrawal;France;79 Pine St;753 Cedar St;Female;57;ABC Bank;No
459;25/09/2023;10:22;MasterCard;Tap;202.32;POS;Retail;Canada;43 Cedar St;122 Oak St;Female;49;DEF Bank;No
460;17/10/2023;04:35;MasterCard;PIN;325.23;Online;Clothing;Spain;448 Elm St;736 Elm St;Male;52;ABC Bank;No
461;13/10/2023;08:59;Visa;PIN;143.62;ATM;Food;UK;945 Maple St;692 Redwood St;Male;44;XYZ Bank;No
462;28/09/2023;19:34;MasterCard;Tap;30.23;ATM;Food;UK;250 Maple St;925 Redwood St;Female;69;XYZ Bank;No
463;21/09/2023;22:39;Visa;PIN;174.07;ATM;Electronics;Spain;146 Birch St;624 Birch St;Male;44;XYZ Bank;No
464;22/10/2023;06:46;MasterCard;PIN;319.51;POS;Grocery;UK;94 Cedar St;451 Redwood St;Male;38;ABC Bank;No
465;11/10/2023;20:33;MasterCard;Tap;120.43;Online;Retail;Italy;807 Redwood St;152 Oak St;Female;28;ABC Bank;No
466;24/09/2023;03:38;MasterCard;PIN;213.05;Online;Retail;Germany;776 Pine St;621 Birch St;Female;49;ABC Bank;Yes
467;23/09/2023;19:01;MasterCard;Tap;166.5;Online;ATM Withdrawal;France;415 Birch St;755 Birch St;Male;63;DEF Bank;No
468;28/09/2023;08:40;MasterCard;PIN;157.98;POS;Retail;Canada;61 Main St;510 Pine St;Female;31;XYZ Bank;No
469;19/10/2023;09:53;Visa;PIN;279.51;POS;ATM Withdrawal;USA;90 Redwood St;824 Maple St;Male;41;XYZ Bank;No
470;24/09/2023;04:52;Visa;PIN;467.21;ATM;Electronics;Italy;613 Elm St;659 Pine St;Female;59;ABC Bank;No
471;19/09/2023;12:53;MasterCard;Tap;441.91;ATM;Food;USA;456 Pine St;761 Birch St;Male;69;DEF Bank;No
472;24/09/2023;19:51;MasterCard;PIN;288.46;Online;Electronics;France;266 Oak St;823 Maple St;Male;25;XYZ Bank;No
473;15/10/2023;10:05;Visa;PIN;327.43;POS;Clothing;Canada;799 Redwood St;389 Main St;Female;60;DEF Bank;No
474;29/09/2023;01:13;Visa;Tap;187.63;Online;Clothing;Germany;46 Elm St;283 Cedar St;Male;45;ABC Bank;No
475;17/09/2023;03:09;MasterCard;PIN;35.99;POS;Electronics;USA;604 Main St;360 Main St;Male;70;ABC Bank;Yes
476;22/10/2023;04:17;Visa;PIN;477.14;ATM;Electronics;Italy;935 Elm St;237 Maple St;Male;34;ABC Bank;No
477;15/10/2023;10:11;Visa;Tap;489.29;POS;Clothing;Italy;352 Elm St;94 Elm St;Male;64;ABC Bank;No
478;27/09/2023;22:45;Visa;PIN;384.06;POS;Clothing;Germany;11 Oak St;118 Cedar St;Female;50;ABC Bank;No
479;02/10/2023;22:20;MasterCard;Tap;414.75;Online;Electronics;Germany;824 Elm St;371 Oak St;Male;52;DEF Bank;Yes
480;06/10/2023;17:51;MasterCard;PIN;149.33;ATM;Clothing;Spain;539 Redwood St;86 Pine St;Female;69;ABC Bank;No
481;28/09/2023;06:26;Visa;Tap;323.75;ATM;Retail;Italy;474 Birch St;850 Maple St;Female;51;ABC Bank;No
482;21/10/2023;20:21;MasterCard;PIN;432.21;ATM;Electronics;France;952 Birch St;508 Pine St;Male;58;DEF Bank;No
483;03/10/2023;03:39;Visa;Tap;287.39;POS;Clothing;Italy;822 Elm St;443 Main St;Female;22;XYZ Bank;No
484;24/09/2023;04:56;MasterCard;Tap;370.6;POS;Food;France;549 Cedar St;899 Oak St;Female;18;ABC Bank;No
485;08/10/2023;22:23;Visa;PIN;473.36;Online;Grocery;USA;123 Maple St;587 Birch St;Male;53;DEF Bank;No
486;22/10/2023;15:38;Visa;Tap;168.01;ATM;Clothing;Spain;494 Main St;195 Elm St;Male;20;ABC Bank;No
487;03/10/2023;11:46;Visa;PIN;424.45;ATM;ATM Withdrawal;Italy;693 Oak St;190 Cedar St;Male;65;ABC Bank;No
488;22/09/2023;00:37;MasterCard;Tap;198.72;ATM;Electronics;Italy;358 Main St;158 Elm St;Female;69;XYZ Bank;No
489;21/09/2023;15:16;MasterCard;PIN;409.75;ATM;Electronics;Spain;492 Maple St;999 Oak St;Female;43;DEF Bank;No
490;16/10/2023;12:42;MasterCard;PIN;484.82;ATM;Clothing;UK;464 Elm St;915 Oak St;Female;53;DEF Bank;No
491;18/10/2023;03:07;Visa;Tap;346.24;Online;Food;Germany;979 Oak St;369 Birch St;Male;38;ABC Bank;No
492;29/09/2023;21:04;Visa;PIN;446.02;ATM;Food;UK;9 Oak St;513 Redwood St;Male;53;XYZ Bank;No
493;22/10/2023;07:49;MasterCard;Tap;403.52;ATM;Retail;France;458 Main St;170 Birch St;Male;46;DEF Bank;No
494;11/10/2023;21:55;Visa;PIN;74.45;Online;Retail;France;522 Maple St;71 Maple St;Female;34;ABC Bank;No
495;24/09/2023;15:52;Visa;Tap;193.3;POS;Grocery;France;892 Birch St;227 Main St;Female;47;ABC Bank;No
496;20/09/2023;09:05;Visa;Tap;328.32;POS;ATM Withdrawal;UK;426 Pine St;788 Oak St;Male;56;DEF Bank;No
497;12/10/2023;07:22;Visa;PIN;20.49;POS;Clothing;Canada;57 Oak St;57 Birch St;Male;47;XYZ Bank;No
498;19/10/2023;17:11;Visa;Tap;139.75;Online;Grocery;UK;660 Birch St;241 Elm St;Female;45;DEF Bank;No
499;09/10/2023;18:50;Visa;Tap;380.9;Online;Food;Germany;168 Elm St;167 Elm St;Female;65;ABC Bank;No
500;17/10/2023;00:24;MasterCard;PIN;343.31;POS;ATM Withdrawal;Germany;228 Pine St;454 Pine St;Male;42;ABC Bank;No
501;26/09/2023;09:19;Visa;Tap;216.57;POS;Clothing;UK;185 Oak St;165 Maple St;Male;42;XYZ Bank;No
502;03/10/2023;16:55;MasterCard;PIN;191.6;ATM;Retail;France;427 Pine St;765 Birch St;Male;61;XYZ Bank;No
503;15/10/2023;18:19;Visa;Tap;465.49;ATM;Retail;Germany;95 Cedar St;962 Redwood St;Male;51;DEF Bank;No
504;20/10/2023;20:42;MasterCard;PIN;213.56;ATM;Clothing;Canada;265 Oak St;922 Pine St;Female;18;DEF Bank;No
505;06/10/2023;15:23;Visa;Tap;467.74;POS;ATM Withdrawal;UK;3 Maple St;547 Maple St;Male;40;XYZ Bank;No
506;18/10/2023;07:08;Visa;PIN;352.48;ATM;Electronics;USA;151 Oak St;720 Main St;Male;50;DEF Bank;No
507;18/09/2023;07:22;Visa;PIN;38.24;Online;Electronics;USA;356 Elm St;54 Elm St;Female;52;DEF Bank;No
508;19/10/2023;15:42;MasterCard;Tap;49.31;ATM;Clothing;USA;855 Cedar St;242 Elm St;Female;22;XYZ Bank;Yes
509;25/09/2023;08:56;Visa;PIN;214.03;POS;Grocery;Spain;275 Birch St;722 Birch St;Male;65;XYZ Bank;No
510;24/09/2023;00:43;MasterCard;Tap;328.21;POS;Grocery;Canada;253 Pine St;639 Elm St;Male;51;ABC Bank;No
511;12/10/2023;04:39;Visa;PIN;377.42;Online;ATM Withdrawal;UK;999 Maple St;735 Cedar St;Male;18;DEF Bank;No
512;17/09/2023;10:22;MasterCard;PIN;137.87;ATM;Food;USA;530 Main St;867 Maple St;Male;49;XYZ Bank;No
513;25/09/2023;21:42;Visa;Tap;192.52;POS;Clothing;Spain;955 Maple St;337 Main St;Male;37;DEF Bank;No
514;29/09/2023;16:35;MasterCard;PIN;154.23;ATM;Retail;Canada;710 Maple St;220 Birch St;Male;42;ABC Bank;No
515;18/09/2023;11:53;Visa;Tap;269.45;ATM;Grocery;UK;340 Birch St;329 Elm St;Female;35;ABC Bank;No
516;01/10/2023;20:00;Visa;Tap;449.72;ATM;Food;USA;440 Cedar St;75 Pine St;Male;69;DEF Bank;No
517;04/10/2023;19:48;Visa;Tap;440.72;ATM;Grocery;UK;737 Redwood St;765 Oak St;Female;18;ABC Bank;No
518;22/10/2023;13:26;MasterCard;PIN;165.71;ATM;Retail;Spain;340 Cedar St;45 Main St;Female;65;DEF Bank;No
519;20/10/2023;22:39;MasterCard;PIN;201.2;ATM;Grocery;Spain;470 Maple St;668 Pine St;Female;67;ABC Bank;No
520;22/10/2023;03:28;MasterCard;Tap;166.17;Online;ATM Withdrawal;Canada;522 Redwood St;160 Elm St;Female;47;ABC Bank;No
521;21/10/2023;14:02;MasterCard;PIN;383.13;ATM;Food;UK;30 Main St;788 Oak St;Female;54;DEF Bank;No
522;22/09/2023;08:27;Visa;Tap;48.69;POS;Electronics;Italy;567 Pine St;238 Birch St;Male;22;XYZ Bank;No
523;21/09/2023;06:01;Visa;PIN;135.29;POS;Grocery;Germany;814 Redwood St;702 Elm St;Female;32;ABC Bank;No
524;25/09/2023;02:11;Visa;Tap;327.44;ATM;Clothing;USA;725 Main St;44 Cedar St;Female;67;XYZ Bank;No
525;27/09/2023;20:34;Visa;Tap;110.11;POS;Grocery;Germany;513 Pine St;480 Maple St;Male;28;DEF Bank;No
526;21/10/2023;00:42;Visa;Tap;215.18;ATM;Electronics;Spain;285 Birch St;276 Elm St;Female;32;XYZ Bank;No
527;18/09/2023;06:17;MasterCard;Tap;192.17;ATM;Food;USA;972 Redwood St;826 Oak St;Male;55;DEF Bank;No
528;03/10/2023;17:17;MasterCard;Tap;113.24;ATM;Food;Spain;811 Cedar St;267 Oak St;Female;46;XYZ Bank;No
529;08/10/2023;08:14;Visa;Tap;163.11;Online;Electronics;Spain;563 Pine St;335 Maple St;Female;60;ABC Bank;No
530;18/09/2023;01:23;Visa;Tap;495.61;ATM;Retail;Canada;448 Maple St;302 Birch St;Female;23;XYZ Bank;No
531;04/10/2023;23:31;MasterCard;PIN;440.92;ATM;Electronics;USA;276 Birch St;440 Cedar St;Male;49;XYZ Bank;No
532;16/10/2023;11:53;MasterCard;PIN;117.4;Online;Food;Germany;32 Birch St;219 Oak St;Male;45;DEF Bank;No
533;18/10/2023;10:02;Visa;PIN;170.54;POS;Food;Spain;853 Main St;34 Oak St;Male;48;DEF Bank;No
534;21/09/2023;21:46;MasterCard;PIN;379.08;POS;Clothing;Spain;906 Elm St;33 Cedar St;Male;60;XYZ Bank;No
535;29/09/2023;05:27;MasterCard;PIN;36.12;POS;ATM Withdrawal;Italy;327 Pine St;722 Maple St;Female;60;DEF Bank;No
536;11/10/2023;02:17;Visa;PIN;305.86;Online;Retail;Italy;239 Pine St;213 Pine St;Male;46;XYZ Bank;No
537;26/09/2023;15:23;MasterCard;Tap;451.21;ATM;Clothing;Canada;60 Main St;224 Maple St;Male;54;XYZ Bank;No
538;20/09/2023;22:08;Visa;Tap;95.13;ATM;Grocery;Spain;388 Birch St;553 Cedar St;Male;67;ABC Bank;No
539;22/10/2023;03:00;Visa;PIN;364.73;POS;Electronics;UK;162 Cedar St;179 Redwood St;Female;29;DEF Bank;No
540;19/10/2023;16:45;Visa;PIN;90.07;Online;ATM Withdrawal;Canada;542 Birch St;322 Main St;Male;42;ABC Bank;No
541;08/10/2023;10:23;Visa;PIN;324.29;POS;ATM Withdrawal;France;309 Pine St;385 Oak St;Female;70;XYZ Bank;No
542;12/10/2023;01:25;MasterCard;Tap;365.88;Online;Food;USA;349 Elm St;847 Cedar St;Female;42;ABC Bank;No
543;06/10/2023;12:02;MasterCard;Tap;236.27;POS;Electronics;Germany;425 Birch St;60 Redwood St;Male;23;ABC Bank;No
544;13/10/2023;20:06;Visa;PIN;154.25;POS;ATM Withdrawal;Canada;194 Main St;996 Elm St;Female;43;ABC Bank;No
545;19/09/2023;09:33;Visa;Tap;51.51;ATM;Retail;Germany;979 Birch St;342 Oak St;Male;19;DEF Bank;No
546;19/10/2023;03:41;MasterCard;Tap;441.0;Online;Retail;UK;709 Maple St;867 Oak St;Female;52;ABC Bank;No
547;15/10/2023;09:10;Visa;PIN;443.12;Online;Electronics;UK;11 Maple St;381 Pine St;Male;29;XYZ Bank;No
548;23/09/2023;07:49;MasterCard;PIN;341.35;ATM;Grocery;Canada;805 Elm St;530 Birch St;Female;28;ABC Bank;No
549;11/10/2023;12:51;MasterCard;PIN;367.05;Online;ATM Withdrawal;UK;895 Elm St;391 Cedar St;Female;46;ABC Bank;No
550;01/10/2023;02:44;Visa;Tap;63.33;Online;Retail;France;264 Maple St;47 Main St;Male;56;DEF Bank;No
551;21/09/2023;09:36;MasterCard;Tap;242.9;Online;ATM Withdrawal;France;680 Cedar St;895 Oak St;Male;58;ABC Bank;No
552;30/09/2023;10:21;Visa;Tap;494.57;POS;Clothing;Italy;796 Cedar St;491 Redwood St;Male;30;ABC Bank;No
553;29/09/2023;11:38;MasterCard;Tap;151.91;POS;Retail;Italy;435 Cedar St;581 Cedar St;Female;18;ABC Bank;No
554;29/09/2023;18:14;Visa;PIN;263.66;Online;Clothing;Canada;755 Cedar St;948 Maple St;Female;48;XYZ Bank;No
555;29/09/2023;02:41;Visa;PIN;458.78;ATM;Food;Spain;259 Cedar St;859 Elm St;Female;50;DEF Bank;No
556;14/10/2023;06:47;Visa;Tap;341.4;Online;Food;Canada;963 Main St;517 Oak St;Male;62;ABC Bank;No
557;06/10/2023;23:48;Visa;PIN;369.58;Online;Food;France;235 Elm St;372 Pine St;Female;29;DEF Bank;No
558;18/09/2023;04:47;Visa;PIN;426.6;POS;Electronics;Canada;149 Redwood St;919 Cedar St;Female;39;ABC Bank;No
559;07/10/2023;08:15;MasterCard;PIN;105.34;Online;Food;Spain;892 Redwood St;161 Pine St;Male;51;XYZ Bank;No
560;13/10/2023;23:29;MasterCard;PIN;20.84;ATM;Clothing;USA;465 Pine St;777 Elm St;Female;49;DEF Bank;No
561;06/10/2023;00:07;Visa;Tap;447.2;ATM;Electronics;Spain;283 Main St;818 Cedar St;Female;66;ABC Bank;No
562;15/10/2023;18:53;Visa;PIN;382.7;ATM;Clothing;Spain;128 Main St;10 Cedar St;Female;31;XYZ Bank;No
563;14/10/2023;17:40;Visa;Tap;33.63;ATM;ATM Withdrawal;Germany;371 Pine St;553 Cedar St;Female;42;XYZ Bank;No
564;17/09/2023;13:03;MasterCard;PIN;345.43;Online;Grocery;Spain;211 Pine St;926 Elm St;Female;66;XYZ Bank;No
565;08/10/2023;02:04;Visa;PIN;228.11;ATM;Electronics;Spain;351 Elm St;300 Cedar St;Male;45;XYZ Bank;No
566;06/10/2023;20:35;Visa;Tap;71.24;Online;Electronics;Italy;17 Cedar St;884 Elm St;Female;51;XYZ Bank;No
567;12/10/2023;12:41;MasterCard;PIN;184.36;POS;Grocery;France;35 Pine St;382 Maple St;Male;67;ABC Bank;No
568;09/10/2023;12:54;MasterCard;PIN;62.86;Online;Retail;Spain;926 Pine St;851 Birch St;Female;45;XYZ Bank;Yes
569;22/10/2023;00:32;Visa;Tap;236.75;Online;Electronics;Germany;79 Birch St;900 Maple St;Male;51;DEF Bank;No
570;03/10/2023;16:18;Visa;PIN;190.4;Online;ATM Withdrawal;UK;906 Main St;347 Redwood St;Female;58;XYZ Bank;No
571;13/10/2023;09:53;Visa;Tap;374.59;Online;Clothing;USA;465 Birch St;745 Birch St;Male;51;ABC Bank;No
572;20/09/2023;00:54;MasterCard;Tap;77.11;POS;Grocery;UK;333 Main St;727 Cedar St;Male;51;DEF Bank;No
573;07/10/2023;03:56;MasterCard;PIN;250.29;POS;Electronics;UK;406 Oak St;302 Main St;Female;56;ABC Bank;No
574;27/09/2023;10:30;MasterCard;Tap;118.2;ATM;Food;Italy;781 Oak St;901 Redwood St;Female;23;XYZ Bank;No
575;24/09/2023;17:46;MasterCard;PIN;244.57;Online;Electronics;UK;937 Birch St;840 Oak St;Male;59;DEF Bank;No
576;17/09/2023;16:41;Visa;PIN;69.19;ATM;Retail;Italy;853 Main St;32 Main St;Female;56;DEF Bank;No
577;11/10/2023;11:58;MasterCard;PIN;319.94;POS;Clothing;UK;767 Birch St;13 Birch St;Male;49;XYZ Bank;No
578;15/10/2023;01:09;MasterCard;Tap;77.05;POS;Food;Germany;266 Redwood St;859 Elm St;Female;41;ABC Bank;No
579;09/10/2023;13:18;MasterCard;PIN;499.69;ATM;Clothing;USA;576 Birch St;323 Birch St;Female;30;DEF Bank;No
580;27/09/2023;12:21;Visa;PIN;255.41;POS;Electronics;France;236 Oak St;914 Oak St;Female;24;DEF Bank;No
581;22/09/2023;13:11;MasterCard;PIN;200.71;POS;Electronics;Spain;772 Oak St;163 Maple St;Male;50;DEF Bank;No
582;17/10/2023;11:07;Visa;Tap;427.97;POS;Retail;UK;139 Redwood St;235 Elm St;Male;56;DEF Bank;No
583;29/09/2023;22:32;Visa;Tap;323.21;POS;Food;USA;551 Main St;956 Cedar St;Male;39;XYZ Bank;No
584;15/10/2023;05:25;Visa;Tap;341.52;POS;Grocery;Canada;476 Cedar St;861 Main St;Female;64;ABC Bank;Yes
585;28/09/2023;00:41;MasterCard;Tap;333.03;ATM;Food;USA;240 Pine St;651 Pine St;Female;47;ABC Bank;No
586;05/10/2023;14:19;MasterCard;Tap;341.36;Online;Retail;Italy;187 Pine St;645 Elm St;Male;29;ABC Bank;No
587;17/09/2023;23:29;MasterCard;Tap;480.81;ATM;ATM Withdrawal;Canada;533 Main St;786 Maple St;Male;54;XYZ Bank;No
588;21/09/2023;08:30;MasterCard;Tap;490.33;ATM;ATM Withdrawal;France;517 Pine St;821 Oak St;Male;23;XYZ Bank;No
589;16/10/2023;22:52;Visa;Tap;421.56;ATM;Retail;Spain;282 Main St;459 Birch St;Female;65;DEF Bank;No
590;10/10/2023;21:38;Visa;PIN;369.11;ATM;Electronics;Spain;24 Elm St;786 Maple St;Female;45;ABC Bank;No
591;21/10/2023;04:35;MasterCard;Tap;388.24;POS;Electronics;USA;868 Maple St;323 Maple St;Female;25;ABC Bank;No
592;21/10/2023;05:15;Visa;Tap;218.26;POS;Retail;Canada;222 Maple St;672 Birch St;Male;35;DEF Bank;No
593;17/10/2023;06:43;Visa;Tap;82.83;Online;Clothing;Canada;149 Pine St;38 Oak St;Female;57;ABC Bank;No
594;22/09/2023;04:37;Visa;Tap;290.77;ATM;Retail;USA;674 Cedar St;261 Pine St;Female;53;XYZ Bank;No
595;10/10/2023;07:21;Visa;PIN;122.99;ATM;Electronics;Canada;270 Birch St;229 Cedar St;Female;66;XYZ Bank;No
596;27/09/2023;16:33;Visa;PIN;358.79;POS;Retail;Germany;106 Elm St;49 Oak St;Male;58;XYZ Bank;No
597;20/09/2023;14:28;MasterCard;PIN;140.25;ATM;Retail;Canada;441 Cedar St;361 Maple St;Male;37;DEF Bank;No
598;23/09/2023;07:46;Visa;PIN;257.13;ATM;Food;France;270 Main St;177 Oak St;Female;41;ABC Bank;No
599;24/09/2023;13:18;Visa;Tap;357.51;Online;Food;USA;265 Birch St;130 Oak St;Male;43;ABC Bank;No
600;03/10/2023;04:04;Visa;Tap;345.68;ATM;Clothing;UK;418 Main St;132 Pine St;Female;32;DEF Bank;No
601;11/10/2023;15:55;Visa;PIN;56.78;Online;Grocery;Italy;238 Oak St;338 Cedar St;Female;35;DEF Bank;No
602;12/10/2023;09:17;MasterCard;PIN;178.5;ATM;Grocery;France;18 Cedar St;459 Main St;Female;65;DEF Bank;No
603;28/09/2023;15:49;MasterCard;Tap;35.25;POS;Retail;UK;688 Main St;70 Birch St;Female;33;ABC Bank;No
604;23/09/2023;14:53;Visa;PIN;51.03;ATM;Food;USA;440 Birch St;753 Birch St;Female;26;DEF Bank;No
605;27/09/2023;23:15;Visa;Tap;458.92;Online;Retail;UK;366 Pine St;602 Main St;Male;61;DEF Bank;No
606;18/10/2023;06:02;MasterCard;Tap;77.76;ATM;Food;UK;19 Cedar St;564 Maple St;Female;63;ABC Bank;No
607;06/10/2023;18:56;MasterCard;PIN;436.33;ATM;ATM Withdrawal;USA;632 Maple St;271 Birch St;Female;28;ABC Bank;No
608;17/09/2023;11:55;MasterCard;PIN;465.92;ATM;Clothing;Germany;628 Main St;6 Pine St;Female;26;XYZ Bank;No
609;11/10/2023;12:44;Visa;Tap;42.39;Online;Clothing;Spain;456 Redwood St;390 Elm St;Female;65;DEF Bank;No
610;08/10/2023;14:06;Visa;Tap;476.95;ATM;Retail;Italy;21 Oak St;85 Maple St;Male;33;ABC Bank;No
611;19/09/2023;01:19;MasterCard;Tap;327.25;ATM;Electronics;France;855 Birch St;563 Birch St;Female;30;DEF Bank;No
612;24/09/2023;12:47;Visa;Tap;170.36;ATM;ATM Withdrawal;USA;963 Elm St;398 Main St;Male;58;XYZ Bank;No
613;21/10/2023;06:44;MasterCard;PIN;459.58;Online;Food;Spain;391 Pine St;919 Pine St;Male;54;XYZ Bank;No
614;05/10/2023;22:37;MasterCard;PIN;320.61;Online;ATM Withdrawal;Spain;412 Cedar St;124 Maple St;Female;38;DEF Bank;No
615;05/10/2023;12:07;MasterCard;Tap;448.47;ATM;Grocery;USA;638 Redwood St;342 Main St;Male;60;XYZ Bank;No
616;03/10/2023;15:11;MasterCard;Tap;287.84;Online;Food;Canada;886 Maple St;403 Maple St;Female;20;ABC Bank;No
617;24/09/2023;17:15;Visa;PIN;216.53;Online;ATM Withdrawal;Canada;843 Elm St;750 Elm St;Female;65;ABC Bank;No
618;10/10/2023;02:25;Visa;Tap;21.78;Online;ATM Withdrawal;USA;354 Birch St;369 Cedar St;Male;45;ABC Bank;No
619;14/10/2023;08:37;Visa;Tap;340.15;POS;Electronics;USA;242 Oak St;631 Pine St;Female;63;DEF Bank;No
620;25/09/2023;01:58;MasterCard;Tap;449.3;ATM;Food;Italy;516 Cedar St;51 Main St;Male;68;DEF Bank;No
621;20/09/2023;20:34;MasterCard;Tap;20.29;ATM;Clothing;Italy;877 Elm St;324 Elm St;Male;52;DEF Bank;No
622;22/10/2023;15:13;Visa;PIN;25.39;ATM;Clothing;USA;475 Pine St;603 Birch St;Male;68;DEF Bank;No
623;08/10/2023;07:38;MasterCard;PIN;212.42;Online;Food;UK;454 Oak St;179 Elm St;Female;58;DEF Bank;No
